1.000000e+03    8.655452e+00   3.166600e-02   
1.100000e+03    8.655452e+00   3.008270e-02   
1.200000e+03    8.655452e+00   2.849940e-02   
1.300000e+03    8.655452e+00   2.691610e-02   
1.400000e+03    8.655452e+00   2.533280e-02   
1.500000e+03    8.655452e+00   2.374950e-02   
1.600000e+03    8.655452e+00   2.216620e-02   
1.700000e+03    8.655452e+00   2.058290e-02   
1.800000e+03    8.655452e+00   1.899960e-02   
1.900000e+03    8.655452e+00   1.741630e-02   
2.000000e+03    8.655452e+00   1.583300e-02   
2.100000e+03    8.655452e+00   1.530523e-02   
2.200000e+03    8.655452e+00   1.477746e-02   
2.300000e+03    8.655452e+00   1.424969e-02   
2.400000e+03    8.655452e+00   1.372192e-02   
2.500000e+03    8.655452e+00   1.319415e-02   
2.600000e+03    8.655452e+00   1.266638e-02   
2.700000e+03    8.655452e+00   1.213861e-02   
2.800000e+03    8.655452e+00   1.161084e-02   
2.900000e+03    8.655452e+00   1.108307e-02   
3.000000e+03    8.655452e+00   1.055530e-02   
3.100000e+03    8.655452e+00   1.029142e-02   
3.200000e+03    8.655452e+00   1.002754e-02   
3.300000e+03    8.655452e+00   9.763660e-03   
3.400000e+03    8.655452e+00   9.499780e-03   
3.500000e+03    8.655452e+00   9.235900e-03   
3.600000e+03    8.655452e+00   8.972020e-03   
3.700000e+03    8.655452e+00   8.708140e-03   
3.800000e+03    8.655452e+00   8.444260e-03   
3.900000e+03    8.655452e+00   8.180380e-03   
4.000000e+03    8.655452e+00   7.916500e-03   
4.100000e+03    8.655452e+00   7.758170e-03   
4.200000e+03    8.655452e+00   7.599840e-03   
4.300000e+03    8.655452e+00   7.441510e-03   
4.400000e+03    8.655452e+00   7.283180e-03   
4.500000e+03    8.655452e+00   7.124850e-03   
4.600000e+03    8.655452e+00   6.966520e-03   
4.700000e+03    8.655452e+00   6.808190e-03   
4.800000e+03    8.655452e+00   6.649860e-03   
4.900000e+03    8.655452e+00   6.491530e-03   
5.000000e+03    8.655452e+00   6.333200e-03   
5.100000e+03    8.655452e+00   6.227646e-03   
