-1.306500e+001  -1.446790e-003  
-1.296360e+001  -3.058900e-004  
-1.286230e+001  -1.020500e-004  
-1.276090e+001  -1.532780e-003  
-1.265960e+001  -4.743520e-003  
-1.255830e+001  -8.625750e-003  
-1.245690e+001  -1.088010e-002  
-1.235560e+001  -9.643120e-003  
-1.225430e+001  -6.724550e-003  
-1.215290e+001  -4.923960e-003  
-1.205160e+001  -4.524190e-003  
-1.195020e+001  -3.117430e-003  
-1.184890e+001  -6.688660e-004  
-1.174760e+001  4.737200e-004  
-1.164620e+001  -5.748580e-004  
-1.154490e+001  -2.842880e-003  
-1.144360e+001  -5.436500e-003  
-1.134220e+001  -7.538220e-003  
-1.124090e+001  -8.122030e-003  
-1.113950e+001  -7.256780e-003  
-1.103820e+001  -6.235220e-003  
-1.093690e+001  -4.814030e-003  
-1.083550e+001  -2.496990e-003  
-1.073420e+001  -1.123350e-003  
-1.063280e+001  -3.454290e-003  
-1.053150e+001  -8.976080e-003  
-1.043020e+001  -1.211300e-002  
-1.032880e+001  -1.075700e-002  
-1.022750e+001  -8.061890e-003  
-1.012620e+001  -6.552550e-003  
-1.002480e+001  -6.485790e-003  
-9.923490e+000  -6.590780e-003  
-9.822150e+000  -6.325240e-003  
-9.720820e+000  -6.425670e-003  
-9.619480e+000  -6.781920e-003  
-9.518140e+000  -7.593070e-003  
-9.416800e+000  -8.991810e-003  
-9.315460e+000  -1.040200e-002  
-9.214130e+000  -1.058590e-002  
-9.112790e+000  -8.715160e-003  
-9.011450e+000  -6.207100e-003  
-8.910110e+000  -5.644300e-003  
-8.808780e+000  -5.747400e-003  
-8.707440e+000  -6.635540e-003  
-8.606100e+000  -9.390340e-003  
-8.504760e+000  -1.733280e-002  
-8.403430e+000  -2.383510e-002  
-8.302090e+000  -2.348790e-002  
-8.200750e+000  -1.988620e-002  
-8.099410e+000  -1.606930e-002  
-7.998080e+000  -1.401230e-002  
-7.896740e+000  -1.514380e-002  
-7.795400e+000  -1.751520e-002  
-7.694060e+000  -2.059610e-002  
-7.592720e+000  -2.125500e-002  
-7.491390e+000  -1.978180e-002  
-7.390050e+000  -1.961860e-002  
-7.288710e+000  -2.194690e-002  
-7.187370e+000  -2.689420e-002  
-7.086040e+000  -3.153140e-002  
-6.984700e+000  -3.073550e-002  
-6.883360e+000  -3.040310e-002  
-6.782020e+000  -3.056900e-002  
-6.680690e+000  -2.680400e-002  
-6.579350e+000  -2.508690e-002  
-6.478010e+000  -3.427850e-002  
-6.376670e+000  -4.893560e-002  
-6.275330e+000  -5.559800e-002  
-6.174000e+000  -5.452610e-002  
-6.072660e+000  -5.178400e-002  
-5.971320e+000  -5.216930e-002  
-5.869980e+000  -6.175230e-002  
-5.768650e+000  -7.638300e-002  
-5.667310e+000  -8.994270e-002  
-5.565970e+000  -1.029350e-001  
-5.464630e+000  -1.174990e-001  
-5.363300e+000  -1.384070e-001  
-5.261960e+000  -1.698520e-001  
-5.160620e+000  -2.286430e-001  
-5.059280e+000  -3.349430e-001  
-4.957940e+000  -4.881420e-001  
-4.856610e+000  -7.057410e-001  
-4.755270e+000  -1.023790e+000  
-4.653930e+000  -1.387940e+000  
-4.552590e+000  -1.564570e+000  
-4.451260e+000  -1.462410e+000  
-4.349920e+000  -1.335310e+000  
-4.248580e+000  -1.232080e+000  
-4.147240e+000  -1.091480e+000  
-4.045910e+000  -9.959650e-001  
-3.944570e+000  -9.611240e-001  
-3.843230e+000  -9.686160e-001  
-3.741890e+000  -1.030480e+000  
-3.640560e+000  -1.129730e+000  
-3.539220e+000  -1.214170e+000  
-3.437880e+000  -1.252870e+000  
-3.336540e+000  -1.251210e+000  
-3.235210e+000  -1.169620e+000  
-3.133870e+000  -1.003350e+000  
-3.032530e+000  -8.996550e-001  
-2.931190e+000  -8.701920e-001  
-2.829850e+000  -8.138060e-001  
-2.728520e+000  -7.203450e-001  
-2.627180e+000  -6.650560e-001  
-2.525840e+000  -6.665780e-001  
-2.424500e+000  -6.518820e-001  
-2.323170e+000  -6.127050e-001  
-2.221830e+000  -5.804670e-001  
-2.120490e+000  -5.844540e-001  
-2.019150e+000  -6.331150e-001  
-1.917820e+000  -6.509320e-001  
-1.816480e+000  -6.241060e-001  
-1.715140e+000  -5.726710e-001  
-1.613800e+000  -5.206650e-001  
-1.512460e+000  -5.521400e-001  
-1.411130e+000  -6.471990e-001  
-1.309790e+000  -6.890120e-001  
-1.208450e+000  -7.069360e-001  
-1.107110e+000  -8.035300e-001  
-1.005780e+000  -9.504610e-001  
-9.044390e-001  -1.077070e+000  
-8.031010e-001  -1.124400e+000  
-7.017630e-001  -1.150120e+000  
-6.004260e-001  -1.156910e+000  
-4.990880e-001  -1.161360e+000  
-3.977500e-001  -1.168450e+000  
-2.964130e-001  -1.098190e+000  
-1.950750e-001  -9.787680e-001  
-9.373700e-002  -8.432450e-001  
7.600000e-003  -7.297470e-001  
1.089380e-001  -6.660600e-001  
2.102760e-001  -6.434810e-001  
3.116130e-001  -6.377600e-001  
4.129510e-001  -6.679610e-001  
5.142890e-001  -7.575730e-001  
6.156260e-001  -8.811350e-001  
7.169640e-001  -1.027790e+000  
8.183020e-001  -1.144590e+000  
9.196390e-001  -1.067550e+000  
1.020980e+000  -8.094340e-001  
1.122320e+000  -5.617290e-001  
