-13.065 -0.00499839
-12.9636 -0.00513187
-12.8623 -0.00527112
-12.7609 -0.00541681
-12.6596 -0.00556905
-12.5583 -0.00572842
-12.4569 -0.00589557
-12.3556 -0.00607068
-12.2543 -0.00625448
-12.1529 -0.00644778
-12.0516 -0.00665088
-11.9502 -0.00686491
-11.8489 -0.00709026
-11.7476 -0.00732802
-11.6462 -0.00757943
-11.5449 -0.00784508
-11.4436 -0.00812639
-11.3422 -0.00842499
-11.2409 -0.00874177
-11.1395 -0.00907899
-11.0382 -0.00943781
-10.9369 -0.0098206
-10.8355 -0.0102301
-10.7342 -0.010668
-10.6328 -0.0111382
-10.5315 -0.011643
-10.4302 -0.0121867
-10.3288 -0.0127741
-10.2275 -0.013409
-10.1262 -0.0140976
-10.0248 -0.0148473
-9.92349 -0.0156641
-9.82215 -0.0165579
-9.72082 -0.0175387
-9.61948 -0.0186189
-9.51814 -0.0198128
-9.4168 -0.0211379
-9.31546 -0.0226148
-9.21413 -0.0242684
-9.11279 -0.0261296
-9.01145 -0.028236
-8.91011 -0.0306342
-8.80878 -0.0333824
-8.70744 -0.0365554
-8.6061 -0.0402479
-8.50476 -0.0445836
-8.40343 -0.049725
-8.30209 -0.0558919
-8.20075 -0.0633825
-8.09941 -0.0726134
-7.99808 -0.0841785
-7.89674 -0.0989531
-7.7954 -0.118258
-7.69406 -0.144171
-7.59272 -0.180099
-7.49139 -0.231923
-7.39005 -0.310487
-7.28871 -0.437294
-7.18737 -0.659111
-7.08604 -1.08805
-6.9847 -2.00479
-6.88336 -3.81992
-6.78202 -4.72905
-6.68069 -2.87097
-6.57935 -1.49554
-6.47801 -0.859931
-6.37667 -0.551356
-6.27533 -0.385478
-6.174 -0.28852
-6.07266 -0.228371
-5.97132 -0.189721
-5.86998 -0.164694
-5.76865 -0.149053
-5.66731 -0.14053
-5.56597 -0.138073
-5.46463 -0.141539
-5.3633 -0.151684
-5.26196 -0.170453
-5.16062 -0.201736
-5.05928 -0.253135
-4.95794 -0.340181
-4.85661 -0.497196
-4.75527 -0.80746
-4.65393 -1.47809
-4.55259 -2.76228
-4.45126 -3.18862
-4.34992 -1.87006
-4.24858 -0.984117
-4.14724 -0.575287
-4.04591 -0.374084
-3.94457 -0.264093
-3.84323 -0.198494
-3.74189 -0.156685
-3.64056 -0.128705
-3.53922 -0.109318
-3.43788 -0.0956082
-3.33654 -0.0858632
-3.23521 -0.0790588
-3.13387 -0.0745902
-3.03253 -0.072146
-2.93119 -0.0716563
-2.82985 -0.073313
-2.72852 -0.0776806
-2.62718 -0.0859904
-2.52584 -0.100866
-2.4245 -0.128246
