-13.065 -0.000738269
-12.9636 -0.00729743
-12.8623 -0.000799297
-12.7609 -0.0074965
-12.6596 -0.00104671
-12.5583 -0.00762063
-12.4569 -0.00144724
-12.3556 -0.00762447
-12.2543 -0.00201711
-12.1529 -0.00752338
-12.0516 -0.00274158
-11.9502 -0.00731062
-11.8489 -0.00361824
-11.7476 -0.00699039
-11.6462 -0.00464585
-11.5449 -0.00657955
-11.4436 -0.00583127
-11.3422 -0.00616722
-11.2409 -0.00714158
-11.1395 -0.00568898
-11.0382 -0.00855586
-10.9369 -0.0052121
-10.8355 -0.0100681
-10.7342 -0.00480378
-10.6328 -0.0116463
-10.5315 -0.00445211
-10.4302 -0.0132855
-10.3288 -0.00429287
-10.2275 -0.0149429
-10.1262 -0.00429199
-10.0248 -0.0166053
-9.92349 -0.00458779
-9.82215 -0.0182964
-9.72082 -0.00519425
-9.61948 -0.0199345
-9.51814 -0.00623301
-9.4168 -0.0216162
-9.31546 -0.00780883
-9.21413 -0.0233213
-9.11279 -0.0100172
-9.01145 -0.0251148
-8.91011 -0.0130183
-8.80878 -0.027077
-8.70744 -0.0170385
-8.6061 -0.029411
-8.50476 -0.0223523
-8.40343 -0.0323364
-8.30209 -0.0294146
-8.20075 -0.0362883
-8.09941 -0.0389039
-7.99808 -0.0419979
-7.89674 -0.0520307
-7.7954 -0.0508114
-7.69406 -0.0709186
-7.59272 -0.065291
-7.49139 -0.0998713
-7.39005 -0.0909231
-7.28871 -0.148423
-7.18737 -0.141284
-7.08604 -0.241723
-6.9847 -0.256854
-6.88336 -0.464055
-6.78202 -0.604523
-6.68069 -1.23903
-6.57935 -2.33333
-6.47801 -5.64462
-6.37667 -5.96062
-6.27533 -2.59084
-6.174 -1.30962
-6.07266 -0.66046
-5.97132 -0.478983
-5.86998 -0.288036
-5.76865 -0.250371
-5.66731 -0.169855
-5.56597 -0.159312
-5.46463 -0.122544
-5.3633 -0.116383
-5.26196 -0.103201
-5.16062 -0.0962277
-5.05928 -0.0985973
-4.95794 -0.0906512
-4.85661 -0.105349
-4.75527 -0.0988268
-4.65393 -0.125977
-4.55259 -0.126706
-4.45126 -0.171907
-4.34992 -0.194849
-4.24858 -0.28149
-4.14724 -0.378332
-4.04591 -0.616508
-3.94457 -1.05842
-3.84323 -2.15905
-3.74189 -3.68937
-3.64056 -2.98501
-3.53922 -1.40585
-3.43788 -0.80851
-3.33654 -0.436477
-3.23521 -0.338546
-3.13387 -0.20229
-3.03253 -0.193086
-2.93119 -0.119285
-2.82985 -0.13143
-2.72852 -0.0834769
-2.62718 -0.100404
-2.52584 -0.0675836
-2.4245 -0.083866
-2.32317 -0.0625308
-2.22183 -0.0762725
-2.12049 -0.0655791
-2.01915 -0.0767172
-1.91782 -0.0778023
-1.81648 -0.0883053
-1.71514 -0.105845
-1.6138 -0.123142
-1.51246 -0.173496
-1.41113 -0.227868
-1.30979 -0.387485
-1.20845 -0.65805
-1.10711 -1.38292
-1.00578 -1.89526
-0.904439 -1.2184
-0.803101 -0.585833
-0.701763 -0.356783
-0.600426 -0.208683
-0.499088 -0.175285
-0.39775 -0.110716
-0.296413 -0.12109
-0.195075 -0.0770447
-0.093737 -0.104025
0.0076 -0.0679753
0.108938 -0.105588
0.210276 -0.0765578
0.311613 -0.126369
0.412951 -0.110941
0.514289 -0.187438
0.615626 -0.215435
0.716964 -0.391621
