-13.065 -0.00443415
-12.9636 -0.00453737
-12.8623 -0.00464435
-12.7609 -0.00475549
-12.6596 -0.0048708
-12.5583 -0.00499061
-12.4569 -0.00511528
-12.3556 -0.00524484
-12.2543 -0.0053797
-12.1529 -0.00552028
-12.0516 -0.00566665
-11.9502 -0.00581943
-11.8489 -0.00597871
-11.7476 -0.00614503
-11.6462 -0.00631901
-11.5449 -0.00650078
-11.4436 -0.006691
-11.3422 -0.00689045
-11.2409 -0.00709931
-11.1395 -0.00731867
-11.0382 -0.00754878
-10.9369 -0.00779065
-10.8355 -0.00804535
-10.7342 -0.00831331
-10.6328 -0.00859608
-10.5315 -0.00889418
-10.4302 -0.00920912
-10.3288 -0.00954256
-10.2275 -0.00989531
-10.1262 -0.0102693
-10.0248 -0.0106668
-9.92349 -0.0110891
-9.82215 -0.0115387
-9.72082 -0.0120182
-9.61948 -0.0125302
-9.51814 -0.013078
-9.4168 -0.013665
-9.31546 -0.0142952
-9.21413 -0.014973
-9.11279 -0.0157036
-9.01145 -0.0164927
-8.91011 -0.017347
-8.80878 -0.018274
-8.70744 -0.0192827
-8.6061 -0.020383
-8.50476 -0.0215869
-8.40343 -0.022908
-8.30209 -0.0243627
-8.20075 -0.0259701
-8.09941 -0.0277531
-7.99808 -0.0297386
-7.89674 -0.03196
-7.7954 -0.0344569
-7.69406 -0.0372783
-7.59272 -0.0404845
-7.49139 -0.0441505
-7.39005 -0.0483721
-7.28871 -0.0532701
-7.18737 -0.0590015
-7.08604 -0.0657714
-6.9847 -0.0738562
-6.88336 -0.0836291
-6.78202 -0.0956096
-6.68069 -0.110536
-6.57935 -0.129497
-6.47801 -0.154136
-6.37667 -0.187051
-6.27533 -0.232546
-6.174 -0.29818
-6.07266 -0.398263
-5.97132 -0.562301
-5.86998 -0.857698
-5.76865 -1.4508
-5.66731 -2.67403
-5.56597 -3.97094
-5.46463 -3.20057
-5.3633 -2.5369
-5.26196 -3.10754
-5.16062 -4.76891
-5.05928 -4.52676
-4.95794 -2.52298
-4.85661 -1.38143
-4.75527 -0.844397
-4.65393 -0.568136
-4.55259 -0.410608
-4.45126 -0.313147
-4.34992 -0.249034
-4.24858 -0.204926
-4.14724 -0.173601
-4.04591 -0.150906
-3.94457 -0.134336
-3.84323 -0.122347
-3.74189 -0.11398
-3.64056 -0.108674
-3.53922 -0.106167
-3.43788 -0.106466
-3.33654 -0.109872
-3.23521 -0.117077
-3.13387 -0.129386
-3.03253 -0.149168
-2.93119 -0.180839
-2.82985 -0.233113
-2.72852 -0.324613
-2.62718 -0.499195
-2.52584 -0.867138
-2.4245 -1.64023
-2.32317 -2.35093
-2.22183 -1.61835
-2.12049 -0.860051
-2.01915 -0.50294
-1.91782 -0.335974
-1.81648 -0.251848
-1.71514 -0.208521
-1.6138 -0.189034
-1.51246 -0.187082
-1.41113 -0.202462
-1.30979 -0.241088
-1.20845 -0.319621
-1.10711 -0.480433
-1.00578 -0.830667
-0.904439 -1.52358
-0.803101 -1.86108
-0.701763 -1.19065
-0.600426 -0.751267
-0.499088 -0.671578
-0.39775 -0.755946
-0.296413 -0.575493
-0.195075 -0.340436
-0.093737 -0.21834
0.0076 -0.156223
0.108938 -0.121184
0.210276 -0.0996259
0.311613 -0.0855708
0.412951 -0.076115
0.514289 -0.0697255
0.615626 -0.0655479
0.716964 -0.0630973
0.818302 -0.0621132
0.919639 -0.0624896
1.02098 -0.0642455
1.12232 -0.0675237
1.22365 -0.0726126
1.32499 -0.080003
1.42633 -0.0904885
1.52767 -0.105361
1.629 -0.12678
1.73034 -0.15853
1.83168 -0.207624
1.93302 -0.288095
2.03435 -0.430671
2.13569 -0.70959
2.23703 -1.30966
2.33837 -2.46764
2.4397 -2.89721
2.54104 -1.70872
2.64238 -0.893451
2.74372 -0.517273
2.84505 -0.332806
2.94639 -0.232503
3.04773 -0.173312
3.14907 -0.136654
3.25041 -0.114344
3.35174 -0.104055
3.45308 -0.106783
3.55442 -0.105056
3.65576 -0.0806683
3.75709 -0.0621419
3.85843 -0.0515387
3.95977 -0.0448384
4.06111 -0.0401586
4.16244 -0.0366771
4.26378 -0.0339891
4.36512 -0.0318711
4.46646 -0.0301868
4.5678 -0.0288473
4.66913 -0.0277923
4.77047 -0.0269789
4.87181 -0.0263772
4.97315 -0.0259659
5.07448 -0.0257306
5.17582 -0.0256623
5.27716 -0.0257567
5.3785 -0.0260139
5.47983 -0.0264377
5.58117 -0.0270363
5.68251 -0.0278221
5.78385 -0.0288128
5.88518 -0.0300314
5.98652 -0.0315085
6.08786 -0.0332829
6.1892 -0.0354046
6.29054 -0.0379377
6.39187 -0.0409647
6.49321 -0.0445939
6.59455 -0.048967
6.69589 -0.0542728
6.79722 -0.0607665
6.89856 -0.0688022
6.9999 -0.0788754
7.10124 -0.0917015
7.20257 -0.108339
7.30391 -0.130413
7.40525 -0.160504
7.50659 -0.202905
7.60792 -0.265156
7.70926 -0.361434
7.8106 -0.520547
7.91194 -0.806901
8.01328 -1.37865
8.11461 -2.61841
8.21595 -4.747
8.31729 -4.7069
8.41863 -2.58183
8.51996 -1.36138
8.6213 -0.798137
8.72264 -0.515302
8.82398 -0.357733
8.92531 -0.262156
9.02665 -0.200187
9.12799 -0.157865
9.22933 -0.127733
9.33066 -0.105545
9.432 -0.0887425
9.53334 -0.0757178
9.63468 -0.0654191
9.73602 -0.0571354
9.83735 -0.0503735
9.93869 -0.0447803
10.04 -0.0401022
10.1414 -0.0361447
10.2427 -0.0327723
10.344 -0.0298716
10.4454 -0.0273555
10.5467 -0.0251627
10.6481 -0.0232357
10.7494 -0.0215361
10.8507 -0.0200275
10.9521 -0.0186808
11.0534 -0.0174756
11.1547 -0.0163914
11.2561 -0.0154112
11.3574 -0.0145238
11.4588 -0.0137159
11.5601 -0.0129795
11.6614 -0.0123058
11.7628 -0.0116868
11.8641 -0.011118
11.9654 -0.0105933
12.0668 -0.0101077
12.1681 -0.00965818
12.2695 -0.00924036
12.3708 -0.00885199
12.4721 -0.00848992
12.5735 -0.00815144
12.6748 -0.00783508
12.7761 -0.0075386
