c4 эксперимент 29-03-96-1  P0=25bar, SS-H2-LiF
c972  899  805  734
c""  ""  ""  ""
c0.28  0.456  0.34  0.23
c0.79 0.79 0.79 0.79
0.000000e+00    -5.670412e-01  -2.093288e-01  -2.619858e-01  -3.548183e-01  
2.000000e+00    1.101709e+00   2.469212e-01   -3.201108e-01  -1.657943e+00  
4.000000e+00    4.017087e-01   3.442118e-02   -2.088608e-01  4.326816e-01   
6.000000e+00    1.101709e+00   -3.155788e-01  -7.610837e-03  7.514316e-01   
8.000000e+00    -3.266626e-02  3.442118e-02   -1.538608e-01  -3.548183e-01  
1.000000e+01    7.017087e-01   1.031712e-01   -3.738608e-01  -5.798183e-01  
1.200000e+01    3.985837e-01   6.719212e-01   8.198891e-01   2.955665e-02   
1.400000e+01    -2.641626e-02  4.094212e-01   -2.107358e-01  1.932682e+00   
1.600000e+01    7.298337e-01   -1.218288e-01  1.980142e-01   1.080665e-02   
1.800000e+01    -4.451662e-01  3.442118e-02   1.730142e-01   1.023307e+00   
2.000000e+01    -3.451662e-01  -3.432882e-02  1.798892e-01   -6.829433e-01  
2.200000e+01    -2.795412e-01  -1.343288e-01  5.180141e-01   9.518165e-02   
2.400000e+01    9.545874e-02   4.031712e-01   4.551416e-02   7.701816e-01   
2.600000e+01    -5.545412e-01  -7.655788e-01  -2.232358e-01  1.229557e+00   
2.800000e+01    -5.732912e-01  2.094212e-01   -1.136084e-02  -1.204433e-01  
3.000000e+01    6.642087e-01   -7.905788e-01  1.492642e-01   7.233066e-01   
3.200000e+01    -2.607912e-01  1.153171e+00   -2.261084e-02  -4.673183e-01  
3.400000e+01    -1.326663e-01  -7.807882e-02  -2.857358e-01  1.276432e+00   
3.600000e+01    -1.357913e-01  2.719212e-01   1.738916e-02   -1.673183e-01  
3.800000e+01    -2.639162e-01  -8.280788e-01  2.392642e-01   -8.704433e-01  
4.000000e+01    -4.107912e-01  1.156712e-01   -1.544858e-01  2.288932e+00   
4.200000e+01    -8.264162e-01  -8.405788e-01  -2.988608e-01  9.670566e-01   
4.400000e+01    -3.045412e-01  -3.718288e-01  -3.698584e-02  7.983066e-01   
4.600000e+01    7.983374e-02   3.219212e-01   -1.294858e-01  4.889316e-01   
4.800000e+01    -1.416256e-03  -1.468288e-01  -5.257358e-01  -1.132943e+00  
5.000000e+01    -4.014162e-01  3.969212e-01   -4.198584e-02  1.398307e+00   
5.200000e+01    1.173337e-01   -1.346829e+00  -1.244858e-01  -1.179818e+00  
5.400000e+01    -2.357913e-01  -8.905788e-01  2.455142e-01   2.545566e-01   
5.600000e+01    7.235837e-01   1.009421e+00   1.738916e-02   1.379557e+00   
5.800000e+01    3.673337e-01   8.094212e-01   1.923892e-01   -3.829433e-01  
6.000000e+01    -8.014162e-01  -8.155788e-01  -3.494858e-01  -3.360683e-01  
6.200000e+01    -3.607912e-01  1.184421e+00   2.161392e-01   1.080665e-02   
6.400000e+01    4.485837e-01   7.281712e-01   -2.394858e-01  -5.141933e-01  
6.600000e+01    -3.764162e-01  8.219212e-01   4.667642e-01   1.051432e+00   
